,-0.03103757,1.489507,0.1821618,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.7, 2.4)
,-0.03104043,1.489507,0.1821671,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.7, 2.4)
,-0.03108764,1.489496,0.1822352,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.7, 2.4)
,-0.03109336,1.489493,0.1822431,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.7, 2.4)
,-0.03134489,1.489473,0.1822101,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.4)
,-0.03138018,1.489345,0.1823167,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.4)
,-0.03147531,1.489123,0.1824142,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.4)
,-0.03154826,1.488922,0.1825149,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.4)
,-0.03164172,1.48864,0.1826094,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.4)
,-0.03184795,1.488349,0.1826488,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.3)
,-0.03196168,1.488069,0.1827458,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.3)
,-0.03193116,1.487792,0.1829517,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.6, 2.3)
,-0.03207707,1.487656,0.1830288,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.5, 2.3)
,-0.03196883,1.487564,0.1832302,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.5, 2.3)
,-0.0322144,1.487622,0.1832346,2023-02-16-12-19-04,경고:,게임공간좌표:(0.0, 0.5, 2.3)
,-0.03237534,1.487703,0.1832793,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.5, 2.3)
,-0.03263783,1.487824,0.1832945,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.5, 2.3)
,-0.03280711,1.487929,0.1833427,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.4, 2.3)
,-0.03292656,1.487989,0.1834085,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.4, 2.3)
,-0.03310013,1.488005,0.1834824,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.4, 2.3)
,-0.03325772,1.487992,0.1835475,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.4, 2.3)
,-0.03340578,1.487949,0.1836431,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.0335114,1.487905,0.183779,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03387475,1.487954,0.1837761,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03401709,1.487973,0.1838475,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03399324,1.488018,0.1839985,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03412247,1.488065,0.1840628,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03400683,1.488019,0.1842852,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03411841,1.488024,0.1843503,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03412056,1.487997,0.1845226,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03400898,1.487931,0.1847035,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03415489,1.487929,0.1847533,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03423953,1.487882,0.1848383,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03430414,1.487824,0.1849433,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.0345273,1.487814,0.1849604,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03458929,1.48779,0.185068,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03464675,1.487806,0.1851611,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03471708,1.487846,0.1852686,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03487206,1.487902,0.1853617,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03496051,1.487938,0.1854708,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.0351584,1.487995,0.1855249,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03529787,1.487988,0.1855978,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03540635,1.487977,0.1856854,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03539085,1.487906,0.1858206,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.2, 2.3)
,-0.03551817,1.487852,0.1859295,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03576517,1.487798,0.1859844,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03590131,1.487694,0.1860946,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
,-0.03605008,1.487612,0.1861818,2023-02-16-12-19-05,경고:,게임공간좌표:(0.0, 0.3, 2.3)
